# fluctuations.py A_i0=20   B_i0=0   K_i0=100   L_i0=80   N=10000   T=1000   c=1   d=100   e=0.1   g=1.1   v=0.2   Ñ=180   α=0.08   λ=0.3   π_i0=0   φ=0.1   ω=0.002  
  t       firmsNum    firmsNEntry     bankruptcy         firmsK         firmsL          bankB    firmsProfit      rate          bankL     bankProfit
518       15796.00         124.00          10.00     5344591.13     4162647.15         288.38       26612.63    0.0921     4153067.11        7984.52
519       15910.00         119.00           0.00     5361607.29     4203766.07           4.68      -69479.51    0.0933     4194431.57       11696.20
520       16029.00         126.00           4.00     5257083.50     4262441.15           0.00        3708.29    0.0914     4252935.99        3792.60
521       16151.00         129.00          38.00     5356081.72     4282023.27           0.22       39504.32    0.0907     4271898.97        1929.59
522       16242.00         125.00          14.00     5443338.99     4291400.75          50.87       17120.47    0.0917     4281548.04        6129.57
523       16353.00         123.00           2.00     5471211.63     4322077.38           1.82       16285.30    0.0923     4312450.23        8501.45
524       16474.00         122.00           0.00     5531454.23     4364414.81           0.80     -150734.99    0.0926     4354966.58        9552.87
525       16596.00         136.00         196.00     5264888.06     4413167.83           0.00     -103867.87    0.0886     4402734.91       -7695.06
526       16536.00         148.00         465.00     5173009.16     4375567.25         389.33      108376.28    0.0847     4364259.64      -22106.28
527       16219.00         140.00         264.00     5385032.77     4264219.01        1225.27      -29373.51    0.0875     4255674.89       -7664.25
528       16095.00         138.00         234.00     5189936.11     4234116.49         298.48      -14622.19    0.0882     4223479.99       -6708.37
529       15999.00         139.00         223.00     5160498.65     4201984.43         373.85      -61852.14    0.0879     4191430.55       -7694.94
530       15915.00         144.00         325.00     5018123.81     4166113.80         260.98       88901.09    0.0863     4154825.14      -13071.13
531       15734.00         136.00         143.00     5194709.43     4100322.55         728.02     -103517.68    0.0888     4090774.37       -2517.31
532       15727.00         142.00         251.00     4893596.39     4092826.58         226.08      108728.93    0.0870     4081827.91      -10474.28
533       15618.00         133.00         106.00     5164672.80     4040229.29         554.27       46058.13    0.0895     4030586.94         373.33
534       15645.00         123.00           4.00     5154928.55     4044765.85         207.41       68523.42    0.0922     4035224.95        7509.21
535       15764.00         115.00           0.00     5286381.49     4082899.67           1.73       50801.49    0.0943     4073808.05       14170.81
536       15879.00         109.00           0.00     5391860.75     4153003.22           0.00      -29687.16    0.0958     4144670.76       18898.41
537       15988.00         113.00           0.00     5378179.97     4247318.25           0.00      -66954.69    0.0947     4239162.78       15167.65
538       16101.00         124.00           0.00     5352862.48     4323962.99           0.00      114385.25    0.0920     4315001.03        5704.42
539       16225.00         117.00           0.00     5679876.81     4352772.13           0.00      -65366.06    0.0939     4343523.11       14762.71
540       16342.00         121.00           0.00     5510700.10     4426372.78           0.00       70946.55    0.0929     4417336.66        9711.02
541       16463.00         118.00           0.00     5769037.76     4475031.29           0.00     -152465.03    0.0935     4465891.78       13649.94
542       16581.00         132.00          79.00     5464410.09     4543920.22           0.00      -79098.72    0.0900     4534141.49       -1909.82
543       16634.00         143.00         351.00     5453323.95     4535926.05          82.44      -39254.97    0.0867     4524592.39      -14453.50
544       16426.00         146.00         473.00     5384297.78     4463506.57         631.66      -59609.68    0.0855     4452737.10      -17928.54
545       16099.00         150.00         488.00     5220278.49     4376869.35         872.11      101466.24    0.0840     4366252.71      -22108.16
546       15761.00         141.00         267.00     5378131.60     4269639.31         846.58      -11592.95    0.0872     4260072.45       -7529.55
547       15635.00         137.00         178.00     5223374.16     4237238.34         368.54       58315.28    0.0884     4226657.62       -5217.64
548       15594.00         131.00          67.00     5329342.30     4212449.10         290.70     -108389.16    0.0902     4202412.15        1390.51
549       15658.00         139.00         211.00     5065954.02     4221705.07          81.62       67244.02    0.0878     4210818.21       -8216.34
550       15586.00         135.00         116.00     5270202.86     4180356.17         379.88       19823.76    0.0890     4170144.60       -1965.27
551       15605.00         130.00          39.00     5236850.92     4172116.71         230.16       78217.60    0.0905     4162217.67        1918.15
552       15696.00         121.00           1.00     5386398.09     4182613.21          48.38     -107123.23    0.0929     4172959.24        9724.23
553       15816.00         130.00          33.00     5145386.41     4231688.71           0.02      -74520.41    0.0904     4221822.26         167.75
554       15913.00         141.00         244.00     5108089.18     4233709.04          35.49       62528.98    0.0872     4222661.11       -9966.07
555       15810.00         136.00         163.00     5259465.52     4182731.13         615.83        2764.94    0.0887     4173008.18       -3166.43
556       15783.00         133.00          95.00     5192531.61     4170417.04         289.07      -27468.41    0.0897     4160255.19        -790.08
557       15821.00         135.00         153.00     5134863.86     4167951.87         233.82       47987.32    0.0891     4157750.11       -3169.52
558       15803.00         130.00          45.00     5245830.10     4152921.91         341.50      -51349.46    0.0904     4143071.62        1685.72
559       15888.00         133.00          95.00     5108292.69     4163647.75          48.65      -51287.19    0.0895     4153207.72       -2139.65
560       15926.00         140.00         218.00     5049753.34     4153720.61         127.28       46908.38    0.0876     4142752.74       -8129.25
561       15848.00         136.00         145.00     5155747.35     4111884.54         576.22       57960.65    0.0888     4102742.90       -2827.22
562       15839.00         127.00          26.00     5215961.84     4100794.52         361.84      -25767.99    0.0913     4091487.90        4455.29
563       15940.00         128.00          21.00     5133513.22     4125556.71          13.49       -9055.70    0.0911     4115573.55        2873.12
564       16047.00         130.00          47.00     5158406.56     4140256.31           9.53       15709.25    0.0905     4130006.56        1241.70
565       16130.00         128.00          26.00     5207681.52     4146468.72          34.92      -32014.53    0.0909     4136262.69        2756.12
566       16232.00         131.00          69.00     5144507.78     4160499.92          13.16      -31899.84    0.0901     4150217.92        -257.30
567       16294.00         135.00         135.00     5114539.46     4159718.47          47.35       -4459.84    0.0890     4148997.23       -3957.01
568       16294.00         136.00         145.00     5120435.66     4139966.86         246.97       28198.48    0.0887     4129448.90       -4100.70
569       16285.00         132.00          87.00     5163911.89     4119993.08         369.30       19530.11    0.0898     4110180.26        -481.64
570       16330.00         129.00          26.00     5176947.94     4119749.49         118.62       -6962.09    0.0908     4109618.58        2445.41
571       16433.00         129.00          29.00     5158900.95     4132645.59           8.34      -28629.97    0.0908     4122438.70        2208.77
572       16533.00         132.00          81.00     5122451.05     4143932.20           7.31      -17953.95    0.0899     4133524.24        -936.38
573       16584.00         134.00         122.00     5113295.75     4139437.58          94.90       35068.09    0.0892     4128878.90       -3037.48
574       16596.00         131.00          68.00     5188750.99     4124185.87         221.35      -18888.77    0.0902     4114165.99         937.24
575       16659.00         131.00          69.00     5124563.47     4130362.05          53.80      -19678.68    0.0902     4119958.95          28.13
576       16721.00         133.00         107.00     5107225.29     4130909.21          53.63       35561.98    0.0895     4120368.58       -2109.44
577       16747.00         130.00          55.00     5189987.32     4120249.80         122.37      -10827.83    0.0904     4110089.52        1704.72
578       16822.00         130.00          37.00     5144477.10     4129446.28          56.57      -27652.26    0.0906     4119224.94        1491.71
579       16915.00         133.00          93.00     5110551.45     4137435.65          27.83        4587.19    0.0897     4126966.34       -1565.27
580       16955.00         133.00          86.00     5142284.35     4129715.83         138.47       13146.36    0.0897     4119279.16       -1192.74
581       17002.00         131.00          47.00     5161085.34     4124227.07          96.72      -17944.90    0.0903     4114007.80         689.44
582       17086.00         132.00          75.00     5118790.76     4128438.49          35.31       -6437.18    0.0900     4117938.58        -627.92
583       17143.00         132.00          91.00     5121907.48     4123871.58         795.58      -29430.11    0.0897     4114975.54       -1386.99
584       17184.00         135.00         152.00     5070208.89     4122309.67         188.34       21406.60    0.0889     4112018.48       -4176.57
585       17167.00         133.00         120.00     5124902.48     4102184.46         250.52       30045.80    0.0895     4092077.32       -1655.72
586       17180.00         129.00          41.00     5158627.28     4094731.88         311.00       -4043.96    0.0908     4085051.31        2388.74
587       17268.00         128.00          21.00     5136791.18     4108617.61          31.03       -5799.01    0.0910     4098550.02        2745.58
588       17375.00         129.00          53.00     5145774.00     4122632.05          10.09       44208.12    0.0907     4112433.03        1926.87
589       17451.00         125.00           5.00     5251836.16     4131909.15          42.29       -7936.88    0.0918     4122117.81        6219.06
590       17571.00         125.00           3.00     5225491.70     4163194.63           0.29       47248.20    0.0919     4153424.53        6016.62
591       17693.00         121.00           1.00     5360291.91     4193062.15           0.03      -15566.03    0.0928     4183509.10        9817.00
592       17813.00         122.00           0.00     5333221.85     4241952.48           0.00       68608.34    0.0926     4232594.25        8474.77
593       17935.00         117.00           0.00     5530605.72     4284113.68           0.00      -24939.61    0.0937     4274968.10       13851.69
594       18052.00         119.00           0.00     5483499.96     4353155.49           0.00      -69490.58    0.0933     4344226.53       11514.34
595       18171.00         128.00          24.00     5430100.88     4411417.96           0.00       54304.53    0.0909     4401798.24        1946.61
596       18275.00         126.00          19.00     5620780.51     4421437.88          38.00     -153549.31    0.0915     4411531.30        5725.23
597       18382.00         138.00         269.00     5291612.53     4451178.73           3.72      -45500.97    0.0880     4440347.45      -10205.53
598       18251.00         145.00         410.00     5306455.72     4400721.08         285.00       88629.77    0.0858     4389338.39      -17881.92
599       17986.00         137.00         245.00     5442227.53     4310992.32         686.10       53102.00    0.0885     4301353.80       -4918.12
600       17878.00         128.00          40.00     5440853.11     4289714.48         370.15      -89121.05    0.0910     4280193.70        4110.04
601       17966.00         134.00         163.00     5235221.04     4313099.40          27.85       35582.06    0.0892     4302594.68       -4484.85
602       17937.00         133.00         132.00     5375238.82     4290182.83         355.90       72761.77    0.0895     4280309.71       -1974.84
603       17938.00         125.00           8.00     5479028.19     4281571.26         221.17      -62536.85    0.0918     4272215.01        7204.54
604       18055.00         129.00          42.00     5321321.04     4319375.70           0.61      -22307.45    0.0908     4309343.54        1753.53
605       18142.00         133.00         115.00     5350828.51     4328384.56          72.09      -35604.85    0.0896     4318114.23       -2597.57
606       18160.00         136.00         197.00     5292056.09     4315918.74         196.21       20162.68    0.0887     4305486.80       -6346.53
607       18099.00         134.00         143.00     5339516.81     4284859.30         308.36       19520.92    0.0892     4274735.19       -3553.19
608       18090.00         131.00          82.00     5344613.83     4268592.13         224.25      -20067.29    0.0901     4258511.03         -26.81
609       18139.00         132.00          78.00     5288842.61     4269989.54          35.36      -13365.62    0.0899     4259498.22       -1280.11
610       18193.00         133.00         134.00     5278717.14     4263921.28          52.30        5100.82    0.0895     4253274.49       -2778.90
611       18192.00         133.00         117.00     5290916.93     4249930.57         166.46       39232.69    0.0897     4239641.52       -1703.03
612       18208.00         128.00          43.00     5358929.79     4242022.04         139.88      -29435.68    0.0909     4231958.68        3144.52
613       18293.00         130.00          49.00     5279798.58     4258522.95          31.10      -35820.27    0.0905     4248380.68         927.21
614       18374.00         134.00         154.00     5245452.47     4263812.86          21.06       34291.29    0.0894     4253172.24       -3716.10
615       18354.00         131.00          92.00     5333489.48     4244789.30         189.98       -7410.42    0.0901     4234697.03         124.45
616       18393.00         130.00          69.00     5288526.88     4246451.69          89.46      -38441.05    0.0904     4236269.15         590.71
617       18454.00         134.00         154.00     5225232.56     4250097.14          64.65       91792.97    0.0894     4239670.03       -3626.96
618       18434.00         126.00          20.00     5431489.33     4231707.07         156.13      -18461.25    0.0915     4221858.50        6183.19
619       18540.00         125.00           7.00     5336798.94     4263321.73           6.42      -33148.84    0.0918     4253555.07        6083.07
620       18658.00         129.00          38.00     5322211.61     4294086.63           0.65       16047.06    0.0906     4284002.55        1184.03
621       18749.00         129.00          38.00     5396077.40     4300130.57          15.05       23191.45    0.0907     4289925.94        2171.69
622       18840.00         126.00          16.00     5439753.54     4310910.99           6.92       35399.91    0.0915     4300859.65        5150.07
623       18950.00         123.00           3.00     5515230.36     4336273.87           4.31       43306.69    0.0924     4326644.60        9150.72
624       19070.00         119.00           0.00     5614293.96     4381677.04           0.10       12105.64    0.0934     4372419.79       13647.18
625       19189.00         118.00           0.00     5665536.81     4449637.75           0.00      -11345.26    0.0936     4440656.18       14247.26
626       19307.00         121.00           0.00     5704425.28     4520962.38           0.00       38396.60    0.0929     4511892.50       11296.51
627       19428.00         120.00           0.00     5851578.87     4577557.49           0.00     -111321.09    0.0932     4568375.04       13702.73
628       19548.00         129.00          42.00     5662052.71     4646670.11           0.00      -72562.25    0.0906     4636888.71         435.81
629       19635.00         138.00         326.00     5634165.25     4650005.90          31.88       29271.45    0.0881     4639067.74      -11554.40
630       19447.00         136.00         279.00     5708623.82     4590626.92         647.56       43147.58    0.0886     4581455.13       -7743.86
631       19304.00         131.00          88.00     5733290.35     4555970.72         272.36      -47610.83    0.0902     4545973.63          82.68
632       19347.00         133.00         153.00     5599530.44     4558130.62         106.79       35167.85    0.0896     4547748.83       -3861.31
633       19327.00         131.00         103.00     5700717.71     4538786.97         189.92        -984.88    0.0902     4528976.20        -305.78
634       19355.00         130.00          64.00     5665866.14     4538624.46          56.83      -33463.93    0.0905     4528396.88        1098.03
635       19421.00         132.00         137.00     5608377.20     4544529.99          58.99      -26341.02    0.0898     4534171.17       -2680.45
636       19416.00         135.00         193.00     5578682.33     4531468.68         141.81       66218.44    0.0891     4521063.85       -5969.65
637       19358.00         129.00          75.00     5709785.36     4501199.95         442.41       23686.78    0.0906     4491924.69        2299.92
638       19412.00         125.00           8.00     5707471.04     4515422.96          44.31      -29241.38    0.0917     4505636.33        6924.27
639       19529.00         127.00          33.00     5662757.41     4550427.21           0.29       23017.47    0.0911     4540479.22        3381.47
640       19623.00         127.00          22.00     5757427.38     4567282.88          20.75       31864.94    0.0913     4557388.01        4873.15
641       19728.00         124.00           4.00     5824946.22     4591574.14           6.22      -59298.30    0.0921     4581857.52        8797.61
642       19848.00         129.00          29.00     5721227.04     4635858.05           0.25      -61176.55    0.0908     4625876.66        1763.27
643       19948.00         135.00         233.00     5670382.57     4645489.01          15.27       -7778.54    0.0890     4634694.26       -7467.30
644       19850.00         136.00         265.00     5680634.21     4607430.84         502.56       55212.06    0.0886     4597434.08       -8615.58
645       19721.00         131.00         113.00     5760689.98     4566806.73         317.95      -26465.12    0.0902     4556868.94        -192.33
646       19739.00         131.00          94.00     5655932.95     4567754.93          73.67        2278.64    0.0901     4557497.07       -1219.76
647       19776.00         131.00         114.00     5683785.86     4562034.40          95.27      -13956.32    0.0901     4551766.61       -1206.56
648       19793.00         132.00         128.00     5650325.08     4556213.56         152.36       94650.46    0.0899     4546210.16       -2398.58
649       19797.00         124.00           9.00     5844345.44     4544463.58         212.73      -14631.08    0.0919     4534979.07        9096.84
650       19912.00         123.00           1.00     5769406.46     4591087.41           1.70       62593.95    0.0922     4581526.92        9132.24
651       20034.00         120.00           0.00     5957091.77     4636500.95           0.19       85308.27    0.0931     4627196.62       14415.18
652       20154.00         113.00           0.00     6139003.61     4707990.48           0.00     -104851.08    0.0947     4699273.48       23836.91
653       20267.00         122.00           0.00     5965524.70     4827262.01           0.00       35462.48    0.0926     4818458.03       11262.91
654       20389.00         124.00           1.00     6200754.16     4884275.42           0.00      -74938.13    0.0921     4874772.61        9797.21
655       20512.00         129.00          40.00     6067416.18     4933796.17           0.23      -44349.94    0.0907     4923758.63         533.24
656       20601.00         134.00         200.00     6059490.89     4937053.13          24.56       37012.34    0.0893     4926426.02       -7029.46
657       20535.00         132.00         136.00     6144643.25     4901177.25         272.78       87453.72    0.0899     4891401.53       -2231.41
658       20531.00         124.00           7.00     6275150.06     4891352.43          97.35      -70142.21    0.0920     4881608.41       10261.62
659       20648.00         128.00          26.00     6101768.29     4943302.89           0.58       48019.44    0.0911     4933403.24        3221.76
660       20750.00         126.00          23.00     6286753.50     4959548.83           4.17      -94791.18    0.0914     4949514.91        6523.50
661       20853.00         132.00         151.00     6084631.71     4992514.31           2.95      -80205.64    0.0898     4982153.25       -4407.36
662       20834.00         139.00         473.00     6000153.74     4971025.64         153.23       41886.58    0.0877     4960131.19      -16589.63
663       20500.00         137.00         313.00     6083344.82     4887559.59         659.80      127785.12    0.0885     4877949.20       -9942.38
664       20324.00         125.00          30.00     6252936.07     4841090.69         326.44      -17868.52    0.0917     4831536.32        9020.39
665       20419.00         124.00           2.00     6138453.06     4887814.68          11.88      -52817.31    0.0921     4878270.46        9899.04
666       20541.00         129.00          59.00     6103166.83     4937839.10           0.21       91062.51    0.0907     4927825.06        1331.90
667       20611.00         124.00           4.00     6347007.29     4944158.76          62.88      107866.28    0.0920     4934485.61       10503.65
668       20731.00         115.00           0.00     6526277.75     4996330.82           0.37       55083.41    0.0943     4987318.25       24665.08
669       20846.00         111.00           0.00     6653462.92     5118917.41           0.00      -57578.72    0.0952     5110645.53       30657.48
670       20957.00         117.00           0.00     6638845.20     5272320.54           0.00      -52972.29    0.0937     5263932.95       20931.90
671       21074.00         125.00           0.00     6698343.16     5377844.35           0.00       56997.74    0.0918     5368592.44        8634.23
672       21199.00         124.00           1.00     6911380.47     5421413.91           0.00       85402.18    0.0922     5411763.57       12201.05
673       21322.00         118.00           0.00     7088221.83     5481968.64           0.07     -142641.80    0.0935     5472768.83       22938.02
674       21440.00         127.00           7.00     6834874.02     5596947.22           0.00     -118309.38    0.0912     5587459.28        4542.76
675       21560.00         137.00         383.00     6767675.80     5621185.97           2.40      -92315.04    0.0883     5610173.09      -17134.40
676       21314.00         143.00         633.00     6618677.93     5535766.93         333.06      165647.88    0.0864     5524513.08      -29937.81
677       20824.00         133.00         214.00     6895056.32     5385854.55         730.63      119151.52    0.0895     5376489.36       -3637.93
678       20743.00         121.00           1.00     6955501.61     5371381.47         135.07      -41111.09    0.0927     5361952.89       16922.66
679       20863.00         122.00           0.00     6841618.15     5456552.82           1.12     -159640.05    0.0925     5447241.53       13550.65
680       20985.00         135.00         236.00     6634721.79     5525388.01           0.00     -223817.42    0.0892     5515000.38      -10594.11
681       20884.00         150.00         978.00     6298036.90     5473995.95         331.23      102426.43    0.0841     5462029.85      -44268.12
682       20056.00         145.00         671.00     6505972.34     5250426.36        1373.57      145774.60    0.0858     5242345.40      -26513.47
683       19530.00         131.00         138.00     6572253.70     5125540.40         838.00      -78904.67    0.0901     5116645.89         567.30
684       19523.00         133.00         155.00     6279151.04     5133876.86         145.56       69768.37    0.0897     5123672.37       -4390.21
685       19501.00         129.00          52.00     6478653.22     5112380.48         233.82       93616.18    0.0907     5102449.13        2716.42
686       19578.00         121.00           0.00     6612724.89     5126532.65          65.00       68079.39    0.0929     5117200.35       15573.83
687       19699.00         115.00           0.00     6735352.28     5204272.13           0.00     -153028.35    0.0943     5195394.48       23985.88
688       19814.00         127.00           6.00     6483823.26     5324579.20           0.00      186176.78    0.0914     5315323.86        4705.71
689       19935.00         119.00           0.00     7035481.02     5348315.05           0.94     -180221.44    0.0933     5338852.41       20588.20
690       20054.00         128.00          13.00     6594348.08     5451423.66           0.00       53381.86    0.0910     5441798.11        2705.76
691       20169.00         129.00          55.00     6898052.01     5465582.41           5.20      216637.33    0.0907     5455326.94        2334.81
692       20243.00         115.00           0.00     7290907.64     5475969.23          69.47     -107538.65    0.0944     5467026.99       29563.15
693       20358.00         119.00           0.00     7009370.68     5623911.75           0.00     -166249.17    0.0934     5615190.11       20299.83
694       20477.00         133.00         203.00     6889658.59     5726779.35           0.00      -24928.95    0.0895     5716689.28       -8432.92
695       20407.00         138.00         382.00     6967186.32     5685254.46         185.15      235136.46    0.0883     5674524.68      -15970.88
696       20163.00         123.00           6.00     7384130.42     5604350.18         543.77     -151033.25    0.0923     5595596.02       16470.65
697       20280.00         128.00          19.00     6935224.54     5690499.59           0.92     -162277.49    0.0911     5680668.12        3738.17
698       20389.00         141.00         496.00     6784470.93     5710713.08          17.33      122061.65    0.0873     5699363.59      -23481.09
699       20034.00         135.00         288.00     7074150.48     5591177.24         818.98      203363.17    0.0890     5582044.77       -7381.28
700       19881.00         119.00           2.00     7328305.10     5558412.21         203.26      -97331.06    0.0933     5549233.29       22187.50
701       19998.00         122.00           0.00     7044468.07     5670364.05           0.08     -344720.38    0.0926     5661187.10       14440.28
702       20120.00         147.00         755.00     6529493.11     5745059.00           0.00      129641.66    0.0854     5733388.87      -36515.08
703       19512.00         143.00         510.00     6951818.43     5560420.05         952.21      211301.80    0.0866     5550813.46      -21248.30
704       19145.00         125.00          27.00     7145282.99     5458601.71         483.18     -183172.52    0.0918     5449333.00       12138.55
705       19243.00         132.00         165.00     6633884.30     5522644.58          11.94      133435.78    0.0898     5512441.63       -4401.76
706       19210.00         128.00          39.00     7064026.03     5500130.52         230.76     -363277.49    0.0911     5490492.49        6474.95
707       19299.00         148.00         728.00     6242474.44     5536152.23          17.89      306221.74    0.0847     5524021.07      -35607.22
708       18719.00         135.00         218.00     7039797.07     5354797.76         992.72     -114659.11    0.0891     5346074.42         349.25
709       18636.00         133.00         161.00     6514700.05     5363101.69         199.76       55361.53    0.0895     5352784.29       -4434.58
710       18608.00         132.00         117.00     6721195.65     5341698.53         250.17      227455.72    0.0900     5331610.20        -839.87
711       18623.00         115.00           0.00     7119203.07     5337644.80         145.17      267057.53    0.0944     5328661.67       26261.37
712       18738.00          93.00           0.00     7558582.05     5468168.43           0.00     -130010.50    0.0993     5460694.34       56558.13
713       18831.00         101.00           0.00     7315216.23     5750021.15           0.00      190402.64    0.0975     5743485.01       45488.68
714       18932.00         100.00           0.00     8055909.99     5977879.13           0.00       77328.61    0.0979     5970928.40       52223.73
715       19032.00          97.00           0.00     8283093.50     6238808.07           0.00     -577972.65    0.0985     6232047.04       59511.84
716       19129.00         136.00         254.00     7351235.68     6538284.16           0.00      284316.46    0.0886     6529606.24      -14852.66
717       19011.00         132.00         141.00     8427151.74     6464871.64         452.03     -171607.24    0.0900     6455342.92        4710.67
718       19002.00         134.00         208.00     7828770.28     6491635.05         130.15      547951.63    0.0893     6481156.43       -8926.77
719       18928.00         109.00           0.00     9052882.79     6445652.10         229.15     -623159.44    0.0956     6437173.35       50684.35
720       19037.00         136.00         220.00     7516261.56     6701269.26           0.00      458575.18    0.0888     6691740.85      -10174.67
721       18953.00         124.00          28.00     9008066.85     6650042.01         337.14     -398597.40    0.0921     6640867.53       25508.73
722       19049.00         136.00         240.00     7885217.59     6780693.82           4.14       29221.81    0.0888     6770096.88      -12442.03
723       18945.00         140.00         390.00     8283053.51     6718772.06         299.12     -315499.87    0.0876     6707907.44      -20324.50
724       18695.00         153.00         861.00     7526335.22     6619633.61         579.21      510710.22    0.0828     6607780.54      -57299.74
725       17987.00         131.00         131.00     8578070.01     6331687.26        1412.50     -428004.94    0.0902     6324177.90       11539.70
726       17987.00         144.00         516.00     7281933.76     6400416.40          82.63     -173741.28    0.0863     6388938.89      -26666.59
727       17615.00         157.00         873.00     7232759.93     6267901.23         824.62       57418.89    0.0811     6256019.07      -57250.65
728       16899.00         154.00         683.00     7240150.71     5983975.60        1412.61      331074.48    0.0824     5973888.94      -40958.61
729       16370.00         131.00         113.00     7648143.83     5784886.75        1112.32     -170220.10    0.0901     5776158.96        5679.38
730       16388.00         134.00         118.00     7014352.97     5820568.29          77.24     -145361.96    0.0894     5810117.51       -4220.55
731       16404.00         146.00         442.00     6876944.89     5801051.09         128.32      144580.76    0.0853     5789400.95      -24815.43
732       16108.00         138.00         208.00     7188684.92     5675434.26         727.15     -114479.49    0.0880     5665965.40       -7101.89
733       16038.00         141.00         280.00     6786652.85     5644647.00         437.91      108127.79    0.0871     5634091.71      -14823.47
734       15899.00         135.00         136.00     7047446.93     5572127.10         554.79      106746.09    0.0890     5562163.94       -3254.61
735       15898.00         123.00           8.00     7141482.62     5558382.01         160.81     -236538.89    0.0922     5548664.85       10726.79
736       16013.00         139.00         212.00     6619374.78     5613753.81           2.18     -129327.21    0.0877     5603102.82      -12072.82
737       15940.00         152.00         516.00     6540613.40     5554329.20         461.06      151954.58    0.0833     5542749.65      -30192.48
738       15576.00         142.00         292.00     6826076.68     5403760.34         980.88       15076.38    0.0867     5394092.51      -10384.31
739       15426.00         135.00         164.00     6655130.93     5352319.68        1780.52     -131306.76    0.0889     5347075.34       -4383.85
740       15397.00         145.00         250.00     6371379.56     5344718.23         373.21      -10046.38    0.0860     5334058.72      -16404.48
741       15292.00         147.00         363.00     6404268.32     5263715.77         925.32       40606.85    0.0852     5253902.37      -17528.87
742       15076.00         142.00         243.00     6415400.85     5181160.96         736.34        2595.60    0.0868     5170884.62      -10102.04
743       14975.00         139.00         169.00     6335800.38     5134524.61         408.68       19652.53    0.0877     5124056.12       -7119.05
744       14945.00         137.00         134.00     6341283.12     5100777.73         353.75       68934.85    0.0886     5090504.25       -4016.23
745       14948.00         129.00          44.00     6443051.12     5081808.48         339.10       33791.97    0.0907     5072191.82        3442.35
746       15033.00         124.00           6.00     6463144.02     5100903.87          32.97        -424.16    0.0922     5091099.09        7568.94
747       15151.00         123.00           1.00     6468757.73     5138714.61           1.79     -124773.79    0.0922     5129108.62        7484.94
748       15273.00         135.00          94.00     6260238.17     5176868.49           0.00       47442.59    0.0889     5166542.28       -4846.04
749       15314.00         134.00          94.00     6458597.61     5152868.04         160.32       30471.05    0.0892     5142312.09       -1871.19
750       15354.00         130.00          36.00     6465407.62     5143592.25         257.66       63514.72    0.0905     5133757.76        2418.24
751       15448.00         123.00           3.00     6577728.02     5156913.38          42.60     -148314.58    0.0923     5147137.25        8716.45
752       15568.00         135.00         115.00     6264320.11     5201236.99           0.05       60437.18    0.0891     5190932.53       -4541.75
753       15588.00         134.00         104.00     6511970.42     5176997.65         903.25      -33935.23    0.0894     5168224.03       -1322.08
754       15618.00         134.00         103.00     6385597.08     5176668.72         130.41      -14797.66    0.0893     5166129.88       -2900.91
755       15649.00         136.00         120.00     6378804.62     5162942.22         104.23       29809.38    0.0888     5152277.42       -4370.20
756       15665.00         133.00          79.00     6434079.37     5141162.43         272.55       29199.63    0.0896     5130947.59        -798.87
757       15719.00         129.00          39.00     6462200.31     5138186.07         160.01      -39605.75    0.0907     5128316.00        2894.83
758       15809.00         131.00          52.00     6371836.29     5153786.21          59.04       29884.73    0.0900     5143590.19        -459.93
759       15888.00         130.00          43.00     6471880.42     5151888.80          29.38      -15426.49    0.0905     5141585.74        1906.80
760       15975.00         130.00          44.00     6423311.29     5161493.59          61.11      -49458.54    0.0904     5151266.63        1080.69
761       16061.00         135.00         105.00     6348397.46     5167514.44          41.12       39365.27    0.0891     5156975.62       -3887.58
762       16091.00         132.00          73.00     6459498.97     5147769.56         288.69       52059.86    0.0898     5137743.34        -264.07
763       16150.00         126.00          20.00     6526720.42     5147764.95         141.98      -64031.78    0.0915     5137866.42        5884.53
764       16256.00         130.00          54.00     6379383.06     5178112.91          15.07      108289.49    0.0903     5167999.00         405.27
765       16332.00         123.00           3.00     6664350.42     5179888.02          59.41     -189627.28    0.0922     5170100.70        9336.49
766       16452.00         137.00         147.00     6226870.53     5227536.13           0.25      -61155.61    0.0885     5217080.19       -7275.44
767       16442.00         146.00         331.00     6260161.92     5190770.13         490.24       19767.12    0.0856     5180704.23      -16841.77
768       16257.00         144.00         280.00     6281560.01     5108920.96         834.81       62259.15    0.0862     5098946.61      -13220.72
769       16121.00         137.00         171.00     6326624.34     5046811.49         635.20       -5403.62    0.0885     5037017.05       -4258.45
770       16087.00         134.00         111.00     6238095.25     5028976.55         314.99       22745.35    0.0892     5018900.79       -2498.88
771       16110.00         132.00          71.00     6280544.99     5018061.25         185.46       64823.65    0.0899     5007981.30         102.65
772       16171.00         125.00          13.00     6391293.71     5019406.94          69.09      -94313.46    0.0918     5009421.82        6845.52
773       16283.00         132.00          65.00     6175057.86     5054174.45           4.87      -33835.90    0.0900     5043994.89       -1153.62
774       16350.00         137.00         156.00     6199287.35     5049133.01          61.63       43113.34    0.0883     5038251.14       -6159.65
775       16331.00         134.00         112.00     6291066.29     5018148.85         226.45       41720.67    0.0894     5007761.05       -1453.98
776       16353.00         128.00          33.00     6327622.24     5011837.83         108.70       12029.03    0.0910     5001623.43        3925.11
777       16448.00         126.00          14.00     6332288.60     5031676.64          18.98     -113455.29    0.0916     5021792.46        5585.83
778       16560.00         136.00         139.00     6124494.71     5060333.54           8.17       17617.00    0.0888     5049816.51       -5636.42
